"su_su_no","plot_plot_no","tree_lucs","lucc","tree_no","tree_or_stump","tree_species_code","tree_species_scientific_name","tree_species_vernacular_name","tree_species_language_code","tree_species_language_variety","other_species","tree_axis_distance","tree_axis_distance_unit_name","tree_left_axis","tree_left_axis_unit_name","tree_right_axis","tree_right_axis_unit_name","diameter","diameter_unit_name","tree_dbh","tree_dbh_unit_name","tree_diameter_height","tree_diameter_height_unit_name","years_since_cut","tree_height","tree_height_unit_name","tree_bole_height","tree_bole_height_unit_name","stem_quality","crown_condition","overall_tree_condition","causative_agent[1]","causative_agent_qualifier[1]","causative_agent[2]","causative_agent_qualifier[2]","causative_agent[3]","causative_agent_qualifier[3]","decomposition_status","branch1_diameter","branch1_diameter_unit_name","branch1_length","branch1_length_unit_name","branch2_diameter","branch2_diameter_unit_name","branch2_length","branch2_length_unit_name","branch3_diameter","branch3_diameter_unit_name","branch3_length","branch3_length_unit_name","branch4_diameter","branch4_diameter_unit_name","branch4_length","branch4_length_unit_name"
"0676","1","1","FSD","37","tree","ANO/LEI","Anogeissus leiocarpus","","","","","160.0","","","","3.0","","55.0","","54.0","","1.3","","","15.0","","1.6","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","38","tree","ANO/LEI","Anogeissus leiocarpus","","","","","160.0","","","","3.0","","55.0","","25.0","","1.3","","","13.0","","5.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","39","stump","","","","","","","161.0","","1.0","","","","25.0","","20.0","","1.3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","40","stump","","","","","","","161.0","","5.0","","","","19.0","","17.0","","1.0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","41","tree","","","","","","","167.0","","","","2.0","","15.0","","12.0","","1.0","","","7.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","42","stump","","","","","","","167.0","","","","1.5","","20.0","","20.0","","1.0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","43","tree","","","","","","","172.0","","","","3.0","","1.0","","17.0","","1.3","","","10.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","44","tree","","","","","","","172.0","","","","3.0","","12.0","","11.0","","1.3","","","7.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","45","tree","","","","","","","173.0","","","","3.0","","24.0","","21.0","","1.3","","","10.0","","5.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","46","tree","DAL/MEL","Dalbergia melanoxylon","","","","","175.0","","","","3.0","","17.0","","16.0","","1.3","","","6.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","47","tree","DAL/MEL","Dalbergia melanoxylon","","","","","175.0","","","","3.5","","19.0","","13.0","","1.3","","","8.0","","4.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","48","tree","DAL/MEL","Dalbergia melanoxylon","","","","","176.0","","","","2.0","","14.0","","10.0","","1.3","","","6.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","49","tree","DAL/MEL","Dalbergia melanoxylon","","","","","177.0","","5.0","","","","18.0","","14.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","50","tree","DAL/MEL","Dalbergia melanoxylon","","","","","182.0","","3.0","","","","16.0","","15.0","","1.3","","","8.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","51","tree","DAL/MEL","Dalbergia melanoxylon","","","","","182.0","","3.0","","","","25.0","","19.0","","1.3","","","8.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","52","tree","DAL/MEL","Dalbergia melanoxylon","","","","","182.0","","3.0","","","","21.0","","14.0","","1.3","","","7.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","53","tree","BAL/AEG","Balanites aegyptiaca","","","","","187.0","","","","2.0","","43.0","","38.0","","1.3","","","10.0","","5.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","54","tree","DAL/MEL","Dalbergia melanoxylon","","","","","190.0","","2.0","","","","50.0","","34.0","","1.3","","","8.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","55","tree","ALB/AMA","Albizia amara","","","","","234.0","","","","9.0","","48.0","","39.0","","1.3","","","9.0","","1.5","","2","2","2","","","","","","","","","","","","","","","","","","","","","","",""
"0676","1","1","FSD","56","tree","ALB/AMA","Albizia amara","","","","","234.0","","4.0","","","","24.0","","14.0","","0.9","","","6.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","1","tree","ALB/AMA","Albizia amara","","","","","10.0","","","","10.0","","70.0","","38.0","","1.3","","","10.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","2","tree","ALB/AMA","Albizia amara","","","","","12.0","","8.0","","","","48.0","","42.0","","1.3","","","10.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","3","tree","ALB/AMA","Albizia amara","","","","","18.0","","9.0","","","","46.0","","40.0","","1.3","","","9.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","4","tree","","","","","","","50.0","","5.0","","","","42.0","","38.0","","1.3","","","11.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","5","tree","ANO/LEI","Anogeissus leiocarpus","","","","","50.0","","6.0","","","","40.0","","39.0","","1.3","","","10.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","6","tree","ANO/LEI","Anogeissus leiocarpus","","","","","50.0","","7.0","","","","33.0","","32.0","","1.3","","","9.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","7","tree","DAL/MEL","Dalbergia melanoxylon","","","","","54.0","","","","2.0","","35.0","","32.0","","1.0","","","6.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","8","tree","COM/ACU","Combretum aculeatum","","","","","67.0","","","","5.0","","16.0","","15.0","","1.3","","","8.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","9","tree","ANO/LEI","Anogeissus leiocarpus","","","","","70.0","","","","1.0","","73.0","","70.0","","1.0","","","13.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","10","tree","ALB/AMA","Albizia amara","","","","","72.0","","","","6.0","","30.0","","22.0","","1.3","","","10.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","11","tree","DAL/MEL","Dalbergia melanoxylon","","","","","75.0","","","","3.0","","16.0","","15.0","","1.3","","","7.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","12","tree","","","","","","","76.0","","","","2.0","","29.0","","27.0","","1.3","","","10.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","13","tree","","","","","","","78.0","","","","5.0","","38.0","","32.0","","1.3","","","11.0","","4.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","14","tree","","","","","","","79.0","","1.0","","","","14.0","","11.0","","1.3","","","6.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","15","tree","DAL/MEL","Dalbergia melanoxylon","","","","","80.0","","1.0","","","","21.0","","14.0","","1.0","","","7.0","","1.3","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","16","tree","COM/ACU","Combretum aculeatum","","","","","83.0","","","","5.0","","24.0","","17.0","","1.3","","","9.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","17","tree","ANO/LEI","Anogeissus leiocarpus","","","","","92.0","","","","5.0","","30.0","","20.0","","1.3","","","10.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","18","tree","ANO/LEI","Anogeissus leiocarpus","","","","","92.0","","","","7.0","","52.0","","24.0","","1.3","","","11.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","19","tree","ALB/AMA","Albizia amara","","","","","105.0","","10.0","","","","70.0","","65.0","","1.0","","","12.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","20","tree","DAL/MEL","Dalbergia melanoxylon","","","","","113.0","","1.0","","","","39.0","","22.0","","1.3","","","7.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","21","tree","DAL/MEL","Dalbergia melanoxylon","","","","","115.0","","","","8.0","","47.0","","30.0","","1.3","","","8.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","22","tree","BAL/AEG","Balanites aegyptiaca","","","","","130.0","","","","2.0","","30.0","","21.0","","1.3","","","4.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","23","tree","ALB/AMA","Albizia amara","","","","","134.0","","3.0","","","","61.0","","41.0","","1.3","","","10.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","24","stump","ALB/AMA","Albizia amara","","","","","145.0","","7.0","","","","21.0","","18.0","","1.0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","25","tree","ALB/AMA","Albizia amara","","","","","161.0","","7.0","","","","32.0","","26.0","","1.3","","","9.0","","5.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","26","tree","ALB/AMA","Albizia amara","","","","","161.0","","8.0","","","","55.0","","53.0","","1.0","","","11.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","27","tree","ANO/LEI","Anogeissus leiocarpus","","","","","178.0","","","","6.0","","66.0","","66.0","","0.3","","","12.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","28","tree","COM/ACU","Combretum aculeatum","","","","","183.0","","2.0","","","","19.0","","16.0","","1.3","","","8.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","29","tree","ALB/AMA","Albizia amara","","","","","186.0","","8.0","","","","17.0","","16.0","","1.3","","","10.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","30","stump","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","197.0","","","","1.0","","26.0","","19.0","","1.0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","31","tree","ALB/AMA","Albizia amara","","","","","200.0","","1.0","","","","15.0","","12.0","","1.3","","","9.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","32","tree","COM/ACU","Combretum aculeatum","","","","","203.0","","","","1.0","","31.0","","16.0","","1.3","","","9.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","33","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","209.0","","4.0","","","","25.0","","20.0","","1.3","","","3.0","","1.5","","1","5","4","6","","","","","","5","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","34","tree","ANO/LEI","Anogeissus leiocarpus","","","","","218.0","","","","1.0","","56.0","","47.0","","1.3","","","16.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","35","stump","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","240.0","","","","1.0","","18.0","","17.0","","1.0","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0676","2","1","FSD","36","tree","COM/ACU","Combretum aculeatum","","","","","241.0","","5.0","","","","23.0","","22.0","","1.0","","","8.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","1","tree","ACA/POL/COM","Acacia polyacantha subsp. campylacantha","","","","","20.0","","","","9.0","","24.0","","22.0","","1.3","","","10.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","2","tree","COM/ACU","Combretum aculeatum","","","","","31.0","","","","2.0","","13.0","","12.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","3","tree","ACA/POL/COM","Acacia polyacantha subsp. campylacantha","","","","","36.0","","6.0","","","","20.0","","16.0","","1.3","","","7.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","4","tree","ANO/LEI","Anogeissus leiocarpus","","","","","36.0","","5.0","","","","36.0","","30.0","","1.3","","","13.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","5","tree","COM/ACU","Combretum aculeatum","","","","","41.0","","2.0","","","","29.0","","24.0","","1.3","","","9.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","6","tree","ANO/LEI","Anogeissus leiocarpus","","","","","52.0","","9.0","","","","34.0","","29.0","","1.3","","","14.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","7","tree","ANO/LEI","Anogeissus leiocarpus","","","","","52.0","","","","4.0","","28.0","","24.0","","1.3","","","14.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","8","tree","ANO/LEI","Anogeissus leiocarpus","","","","","56.0","","","","3.0","","38.0","","37.0","","1.3","","","14.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","9","tree","ANO/LEI","Anogeissus leiocarpus","","","","","60.0","","","","3.0","","34.0","","29.0","","1.3","","","15.0","","5.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","10","tree","ANO/LEI","Anogeissus leiocarpus","","","","","63.0","","7.0","","","","50.0","","36.0","","1.3","","","11.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","11","tree","COM/ACU","Combretum aculeatum","","","","","64.0","","","","4.0","","22.0","","16.0","","1.3","","","4.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","12","tree","COM/ACU","Combretum aculeatum","","","","","67.0","","","","3.0","","27.0","","25.0","","1.3","","","9.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","13","tree","COM/ACU","Combretum aculeatum","","","","","71.0","","2.0","","","","23.0","","18.0","","1.3","","","9.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","14","tree","COM/ACU","Combretum aculeatum","","","","","85.0","","","","9.0","","25.0","","20.0","","1.3","","","9.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","15","tree","COM/ACU","Combretum aculeatum","","","","","87.0","","7.0","","","","19.0","","15.0","","1.3","","","8.0","","3.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","16","tree","COM/ACU","Combretum aculeatum","","","","","90.0","","4.0","","","","26.0","","25.0","","1.3","","","7.0","","3.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","17","tree","BAL/AEG","Balanites aegyptiaca","","","","","98.0","","4.0","","","","42.0","","36.0","","1.3","","","10.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","18","stump","DAL/MEL","Dalbergia melanoxylon","","","","","99.0","","1.0","","","","33.0","","26.0","","1.0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","19","tree","ZIZ/SPI","Ziziphus spina-christi","","","","","103.0","","5.0","","","","25.0","","20.0","","1.3","","","6.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","20","tree","COM/CAP","Combretum capituliflorum","","","","","113.0","","","","6.0","","26.0","","23.0","","1.3","","","7.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0676","3","1","FSD","21","tree","COM/ACU","Combretum aculeatum","","","","","117.0","","7.0","","","","43.0","","38.0","","1.3","","","13.0","","3.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0783","1","1","FSD","1","stump","DAL/MEL","Dalbergia melanoxylon","","","","","20.0","","","","1.0","","20.0","","21.0","","1.0","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0783","1","1","FSD","2","tree","ALB/AMA","Albizia amara","","","","","180.0","","3.0","","","","25.0","","20.0","","1.3","","","4.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0783","3","1","WG","1","tree","ACA/SEN","Acacia senegal","","","","","89.0","","","","8.0","","27.0","","21.0","","1.3","","","8.5","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0783","3","1","WG","2","tree","ACA/NIL/NIL","Acacia nilotica subsp. nilotica","","","","","150.0","","","","4.0","","38.0","","32.0","","1.3","","","9.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0783","3","1","WG","3","tree","ZIZ/SPI","Ziziphus spina-christi","","","","","155.0","","","","","","25.0","","20.0","","1.3","","","8.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0783","3","1","WG","4","tree","ACA/LAE","Acacia laeta","","","","","180.0","","","","1.0","","29.0","","26.0","","1.3","","","9.0","","1.6","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0783","4","1","WG","1","tree","ALB/AMA","Albizia amara","","","","","63.0","","4.0","","","","45.0","","41.0","","1.3","","","8.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0783","4","1","WG","2","stump","ALB/AMA","Albizia amara","","","","","135.0","","2.0","","","","25.0","","17.0","","1.0","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0803","2","1","OCA","1","tree","ACA/MEL","Acacia mellifera","","","","","150.0","","5.0","","","","25.0","","25.0","","0.3","","","5.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","1","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","7.0","","0.5","","","","28.0","","26.0","","1.3","","","9.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","2","tree","ALB/AMA","Albizia amara","","","","","9.0","","1.0","","","","35.0","","35.0","","0.5","","","5.0","","0.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","3","tree","DAL/MEL","Dalbergia melanoxylon","","","","","9.0","","","","4.0","","26.0","","26.0","","0.3","","","5.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","4","tree","ALB/AMA","Albizia amara","","","","","42.0","","7.0","","","","20.0","","20.0","","0.4","","","5.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","5","tree","TMR/IND","Tamarindus indica","","","","","48.0","","6.0","","","","50.0","","50.0","","0.6","","","7.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","6","tree","TMR/IND","Tamarindus indica","","","","","48.0","","6.0","","","","19.0","","17.0","","1.3","","","7.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","7","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","72.0","","","","9.0","","30.0","","28.0","","1.3","","","10.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","8","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","90.0","","","","8.0","","34.0","","34.0","","1.0","","","9.0","","1.3","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","9","tree","ACA/MEL","Acacia mellifera","","","","","112.0","","1.0","","","","42.0","","42.0","","0.3","","","10.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","10","tree","ACA/MEL","Acacia mellifera","","","","","127.0","","3.0","","","","18.0","","18.0","","0.4","","","5.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","11","tree","ALB/AMA","Albizia amara","","","","","127.0","","","","10.0","","41.0","","40.0","","1.3","","","11.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","12","tree","MAE/CRA","Maerua crassifolia","","","","","159.0","","","","8.0","","24.0","","22.0","","1.3","","","8.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","13","tree","ACA/MEL","Acacia mellifera","","","","","159.0","","","","8.0","","32.0","","32.0","","0.5","","","9.0","","0.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","14","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","204.0","","8.0","","","","30.0","","29.0","","1.0","","","4.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","15","tree","ACA/MEL","Acacia mellifera","","","","","207.0","","7.0","","","","14.0","","14.0","","0.3","","","7.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","","","16","tree","ACA/MEL","Acacia mellifera","","","","","207.0","","7.0","","","","12.0","","11.0","","0.5","","","6.0","","0.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","17","tree","ACA/MEL","Acacia mellifera","","","","","207.0","","7.0","","","","10.0","","10.0","","0.6","","","7.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","18","tree","ACA/MEL","Acacia mellifera","","","","","207.0","","7.0","","","","10.0","","10.0","","0.5","","","7.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","19","tree","LAN/BAR","Lannea barteri","","","","","207.0","","10.0","","","","15.0","","14.0","","1.0","","","5.0","","1.3","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","20","tree","COM/ACU","Combretum aculeatum","","","","","210.0","","9.0","","","","18.0","","16.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","21","tree","DAL/MEL","Dalbergia melanoxylon","","","","","223.0","","1.0","","","","31.0","","31.0","","0.3","","","6.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","22","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","235.0","","","","6.0","","14.0","","12.0","","1.3","","","6.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","1","1","FD","23","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","235.0","","","","6.0","","13.0","","13.0","","0.7","","","6.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","1","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","5.0","","","","5.0","","33.0","","33.0","","0.3","","","10.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","2","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","20.0","","2.0","","","","15.0","","14.0","","1.2","","","7.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","3","tree","BAL/AEG","Balanites aegyptiaca","","","","","30.0","","6.0","","","","65.0","","63.0","","1.3","","","15.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","4","tree","DAL/MEL","Dalbergia melanoxylon","","","","","63.0","","1.0","","","","29.0","","27.0","","1.3","","","7.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","5","tree","ACA/MEL","Acacia mellifera","","","","","64.0","","3.0","","","","15.0","","13.0","","1.3","","","8.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","6","tree","TMR/IND","Tamarindus indica","","","","","68.0","","","","2.0","","65.0","","65.0","","0.5","","","12.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","7","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","78.0","","9.0","","","","26.0","","24.0","","1.3","","","9.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","8","tree","DAL/MEL","Dalbergia melanoxylon","","","","","92.0","","1.0","","","","29.0","","28.0","","1.0","","","7.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","9","tree","ANO/LEI","Anogeissus leiocarpus","","","","","94.0","","3.0","","","","35.0","","34.0","","1.0","","","14.0","","1.1","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","10","tree","ACA/MEL","Acacia mellifera","","","","","113.0","","1.0","","","","26.0","","25.0","","0.6","","","10.0","","0.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","11","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","114.0","","7.0","","","","13.0","","12.0","","1.0","","","6.0","","1.3","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","12","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","114.0","","","","1.0","","27.0","","27.0","","1.3","","","12.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","13","tree","ANO/LEI","Anogeissus leiocarpus","","","","","128.0","","9.0","","","","52.0","","52.0","","0.3","","","13.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","14","tree","ACA/MEL","Acacia mellifera","","","","","152.0","","1.0","","","","13.0","","12.0","","1.3","","","9.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","15","tree","ACA/MEL","Acacia mellifera","","","","","152.0","","1.0","","","","11.0","","11.0","","1.3","","","8.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","16","tree","ACA/MEL","Acacia mellifera","","","","","152.0","","1.0","","","","11.0","","10.0","","1.3","","","7.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","17","tree","ACA/MEL","Acacia mellifera","","","","","166.0","","","","1.0","","19.0","","18.0","","1.3","","","6.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","18","tree","ACA/MEL","Acacia mellifera","","","","","166.0","","5.0","","","","16.0","","15.0","","1.0","","","7.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
